frequency	# of variants
0.0002	2089.23323642
0.00021	0.000431404834909
0.0002205	0.000635313313843
0.000231525	0.000424178329409
0.00024310125	0.000281206163956
0.0002552563125	0.00019570775443
0.000268019128125	0.000143111241387
0.000281420084531	0.000109018291744
0.000295491088758	8.57426986336e-05
0.000310265643196	6.91173016004e-05
0.000325778925355	5.67877439791e-05
0.000342067871623	4.73599706408e-05
0.000359171265204	3.99698657004e-05
0.000377129828465	3.40587834892e-05
0.000395986319888	2.92517481096e-05
0.000415785635882	2.52886257385e-05
0.000436574917676	2.19836808027e-05
0.00045840366356	1.92009287669e-05
0.000481323846738	1.68386063632e-05
0.000505390039075	1.48190870668e-05
0.000530659541029	1.30821516922e-05
0.00055719251808	1.15803872452e-05
0.000585052143984	1.02759706911e-05
0.000614304751184	9.13837596191e-06
0.000645019988743	8.14270958295e-06
0.00067727098818	7.26848268757e-06
0.000711134537589	6.49869149479e-06
0.000746691264468	5.8191193775e-06
0.000784025827692	5.21780047444e-06
0.000823227119076	4.68460269422e-06
0.00086438847503	4.21090014089e-06
0.000907607898782	3.78931322137e-06
0.000952988293721	3.41350060988e-06
0.00100063770841	3.07799130179e-06
0.00105066959383	2.77804797913e-06
0.00110320307352	2.5095550367e-06
0.00115836322719	2.26892619391e-06
0.00121628138855	2.05302778826e-06
0.00127709545798	1.85911471305e-06
0.00134095023088	1.68477662116e-06
0.00140799774242	1.52789252893e-06
0.00147839762955	1.3865923236e-06
0.00155231751102	1.25922399041e-06
0.00162993338657	1.14432559958e-06
0.0017114300559	1.04060127914e-06
0.0017970015587	9.46900538136e-07
0.00188685163663	8.62200424133e-07
0.00198119421847	7.85590085895e-07
0.00208025392939	7.16257384522e-07
0.00218426662586	6.5347725762e-07
0.00229347995715	5.96601584821e-07
0.00240815395501	5.45050347088e-07
0.00252856165276	4.98303898152e-07
0.0026549897354	4.55896198461e-07
0.00278773922217	4.17408880612e-07
0.00292712618327	3.8246603603e-07
0.00307348249244	3.50729626989e-07
0.00322715661706	3.21895442206e-07
0.00338851444791	2.95689525932e-07
0.00355794017031	2.71865019102e-07
0.00373583717882	2.50199361164e-07
0.00392262903777	2.30491806744e-07
0.00411876048965	2.12561218975e-07
0.00432469851414	1.96244105576e-07
0.00454093343984	1.81392869217e-07
0.00476798011184	1.67874247043e-07
0.00500637911743	1.55567918086e-07
0.0052566980733	1.44365260175e-07
0.00551953297696	1.34168240286e-07
0.00579550962581	1.24888424885e-07
0.0060852851071	1.16446098706e-07
0.00638954936246	1.08769482021e-07
0.00670902683058	1.01794038513e-07
0.00704447817211	9.54618671004e-08
0.00739670208072	8.97211729776e-08
0.00776653718475	8.45258146363e-08
0.00815486404399	7.98349256563e-08
0.00856260724619	7.56126121973e-08
0.0089907376085	7.18277299861e-08
0.00944027448892	6.84537479723e-08
0.00991228821337	6.54687109125e-08
0.010407902624	6.28553194732e-08
0.0109282977552	6.06011560912e-08
0.011474712643	5.86990986071e-08
0.0120484482752	5.71479841857e-08
0.0126508706889	5.59536174867e-08
0.0132834142234	5.51302659605e-08
0.0139475849345	5.47028632654e-08
0.0146449641812	5.47102697422e-08
0.0153772123903	5.52101544535e-08
0.0161460730098	5.62864376061e-08
0.0169533766603	5.80609062089e-08
0.0178010454933	6.07118779462e-08
0.018691097768	6.45052645088e-08
0.0196256526564	6.98485110418e-08
0.0206069352892	7.7389190469e-08
0.0216372820537	8.82069082192e-08
0.0227191461564	1.04217216647e-07
0.0238551034642	1.29110731322e-07
0.0250478586374	1.70840458369e-07
0.0263002515693	2.49479051221e-07
0.0276152641477	4.28761179699e-07
0.0289960273551	9.669517467e-07
0.0304458287229	15.631446858
0.031968120159	3.32331171916
0.033566526167	1.91303154705e-06
0.0352448524753	3.24982514132e-07
0.0370070950991	1.49387391998e-07
0.038857449854	9.69740358315e-08
0.0408003223467	5.48185211409e-08
0.0428403384641	3.34437826966e-08
0.0449823553873	2.20890683188e-08
0.0472314731566	1.50714718358e-08
0.0495930468145	1.04478353491e-08
0.0520726991552	7.34351111515e-09
0.0546763341129	5.22664902091e-09
0.0574101508186	3.75211327595e-09
0.0602806583595	2.69964000092e-09
0.0632946912775	1.93030868463e-09
0.0664594258414	1.35585822524e-09
0.0697823971334	9.19018836606e-10
0.0732715169901	5.81635208516e-10
0.0769350928396	3.17642868099e-10
0.0807818474816	1.08876348845e-10
