frequency	# of variants
6.66666666667e-05	12119.4443085
7e-05	0.000668906626571
7.35e-05	0.000222673546518
7.7175e-05	0.000118169964302
8.103375e-05	7.59296162159e-05
8.50854375e-05	5.39562478481e-05
8.9339709375e-05	4.07502654538e-05
9.38066948438e-05	3.20297882431e-05
9.84970295859e-05	2.5880964609e-05
0.000103421881065	2.13349754564e-05
0.000108592975118	1.78535254237e-05
0.000114022623874	1.51148373951e-05
0.000119723755068	1.29149308056e-05
0.000125709942822	1.11181817452e-05
0.000131995439963	9.63081613436e-06
0.000138595211961	8.38585659054e-06
0.000145524972559	7.33414323519e-06
0.000152801221187	6.43874865265e-06
0.000160441282246	5.67137759522e-06
0.000168463346358	5.00997353918e-06
0.000176886513676	4.43708419126e-06
0.00018573083936	3.93871895705e-06
0.000195017381328	3.5035332263e-06
0.000204768250395	3.12223494196e-06
0.000215006662914	2.78714543011e-06
0.00022575699606	2.49186921957e-06
0.000237044845863	2.23104230317e-06
0.000248897088156	2.00013760912e-06
0.000261341942564	1.79531294362e-06
0.000274409039692	1.61329085766e-06
0.000288129491677	1.45126274747e-06
0.000302535966261	1.30681169107e-06
0.000317662764574	1.17784982883e-06
0.000333545902802	1.06256718337e-06
0.000350223197942	9.59389571352e-07
0.000367734357839	8.66943763077e-07
0.000386121075731	7.84028500911e-07
0.000405427129518	7.09590251129e-07
0.000425698485994	6.42702836332e-07
0.000446983410294	5.82550241616e-07
0.000469332580808	5.28412041095e-07
0.000492799209849	4.79650995352e-07
0.000517439170341	4.35702460626e-07
0.000543311128858	3.96065310082e-07
0.000570476685301	3.60294124153e-07
0.000599000519566	3.27992453099e-07
0.000628950545544	2.98806985675e-07
0.000660398072822	2.72422487523e-07
0.000693417976463	2.48557394971e-07
0.000728088875286	2.26959970265e-07
0.00076449331905	2.07404937593e-07
0.000802717985003	1.8969053311e-07
0.000842853884253	1.73635912871e-07
0.000884996578466	1.59078869497e-07
0.000929246407389	1.45873818199e-07
0.000975708727758	1.33890016003e-07
0.00102449416415	1.23009985362e-07
0.00107571887235	1.13128116635e-07
0.00112950481597	1.04149426993e-07
0.00118598005677	9.5988457375e-08
0.00124527905961	8.85682907706e-08
0.00130754301259	8.18196779456e-08
0.00137292016322	7.56802582263e-08
0.00144156617138	7.00938645398e-08
0.00151364447995	6.50099035008e-08
0.00158932670395	6.03828023209e-08
0.00166879303914	5.61715155521e-08
0.0017522326911	5.23390851878e-08
0.00183984432565	4.88522489905e-08
0.00193183654194	4.5681092145e-08
0.00202842836903	4.27987382331e-08
0.00212984978749	4.01810759798e-08
0.00223634227686	3.78065188246e-08
0.0023481593907	3.56557947894e-08
0.00246556736024	3.37117647769e-08
0.00258884572825	3.19592675733e-08
0.00271828801466	3.03849906994e-08
0.0028542024154	2.89773663412e-08
0.00299691253617	2.77264924104e-08
0.00314675816297	2.66240790681e-08
0.00330409607112	2.56634216395e-08
0.00346930087468	2.48394013746e-08
0.00364276591841	2.41485160002e-08
0.00382490421433	2.35889423275e-08
0.00401614942505	2.31606335571e-08
0.0042169568963	2.28654538765e-08
0.00442780474112	2.2707352799e-08
0.00464919497817	2.26925816303e-08
0.00488165472708	2.28299556782e-08
0.00512573746344	2.31311718502e-08
0.00538202433661	2.36112109459e-08
0.00565112555344	2.42889122814e-08
0.00593368183111	2.51879616601e-08
0.00623036592267	2.63389285937e-08
0.0065418842188	2.77839756491e-08
0.00686897842974	2.95883130212e-08
0.00721242735123	3.18685518856e-08
0.00757304871879	3.48632711985e-08
0.00795170115473	3.91090676049e-08
0.00834928621246	4.58795393468e-08
0.00876675052309	5.82690876325e-08
0.00920508804924	8.38100813692e-08
0.0096653424517	1.41057885263e-07
0.0101486095743	2.80938701459e-07
0.010656040053	2.58629255854e-06
0.0111888420557	2.04433582558
0.0117482841584	14.398963971
0.0123356983664	7.06719422324e-07
0.0129524832847	1.68494391873e-07
0.0136001074489	8.54936446249e-08
0.0142801128214	5.10018878399e-08
0.0149941184624	3.35086309968e-08
0.0157438243855	2.35084755473e-08
0.0165310156048	1.72788831979e-08
0.0173575663851	1.3155788661e-08
0.0182254447043	1.03066839083e-08
0.0191367169395	8.27432684836e-09
0.0200935527865	6.78872234112e-09
0.0210982304258	5.68163698591e-09
0.0221531419471	4.84403061978e-09
0.0232607990445	4.20314189933e-09
0.0244238389967	3.70937599706e-09
0.0256450309465	3.32846307403e-09
0.0269272824939	3.03663537906e-09
0.0282736466186	2.81763061528e-09
0.0296873289495	2.66086302229e-09
0.031171695397	2.56036986661e-09
0.0327302801668	2.51414922835e-09
0.0343667941752	2.52274653592e-09
0.0360851338839	2.58096932214e-09
0.0378893905781	2.61775934926e-09
0.039783860107	1.79142466321e-09
0.0417730531124	3.04218016476e-08
