,,pku,,,,iitb,,,,ufc,,,,fce auto,,,,gold,,,,sjtu,,,,fce,,,,RoRo,,,,amu,,,,ipn,,,,cuui,,,,rac,,,,camb,,,,umc,,,,nthu,,,,post,,,,AMU,
words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by
0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,0.9999999999999999,original order,2,0,0.9999999999999999,original order,8,2,0.9438339438339439,original order,0,0,0.9999999999999999,original order,0,2,0.9765360425737784,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,0.9999999999999999,original order,1,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,3,0,0.9999999999999999,original order,0,0,1.0,original order
2,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order,3,3,0.8000000000000002,original order,1,1,0.9995162070633767,original order,3,1,0.9932241671372107,original order,1,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order,1,0,0.9999999999999999,original order,0,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order,1,0,0.9999999999999999,original order,1,0,1.0,original order,1,0,1.0,original order
1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,3,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,2,1,0.9636363636363635,original order,2,0,1.0,original order,0,0,1.0,original order,2,1,0.9870129870129869,original order,1,3,0.9652173913043477,original order,1,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,2,0,1.0,original order,1,0,0.9999999999999999,original order,1,0,0.9999999999999999,original order,1,0,1.0,original order,1,0,0.9999999999999999,original order
1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,4,1,0.9970588235294118,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,2,0,1.0,original order,3,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order,1,1,0.9964285714285712,original order,0,0,1.0,original order,1,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,0.9999999999999999,original order,2,0,0.9999999999999999,original order,0,0,1.0,original order,1,0,0.9999999999999999,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,4,0,1.0,original order,3,2,0.9773399014778321,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order
0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,3,4,0.733076923076923,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,1,0,1.0,sentence concatenated,0,0,1.0,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,3,2,0.9843137254901961,original order,1,0,1.0,original order,2,0,1.0,original order,2,0,0.9999999999999999,original order,1,0,1.0,original order
1,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order,3,1,0.8571428571428572,original order,4,1,0.9785714285714284,original order,0,0,1.0,original order,6,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,57,1,0.9419404125286478,original order,1,0,0.9999999999999999,original order,1,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order
1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,3,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order,1,1,0.9995771670190273,original order,1,0,0.9999999999999999,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,60,22,0.5187141216991964,,1,0,1.0,original order,1,0,0.9999999999999999,original order,1,0,0.9999999999999999,original order,0,0,0.9999999999999999,original order
0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,0.9999999999999999,original order,1,0,1.0,original order,3,0,1.0,original order,0,0,0.9999999999999999,original order,2,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,0.9999999999999999,original order,0,0,0.9999999999999999,original order,1,0,1.0,original order,55,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order
1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,3,1,0.9982456140350877,,0,0,1.0,original order,5,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,2,2,0.9151404151404152,original order,60,21,0.5935706084959818,original order,1,0,1.0,original order,3,0,1.0,original order,5,0,1.0,original order
0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,0.9999999999999999,original order,1,1,0.9862119013062409,original order,2,0,1.0,original order,0,0,0.9999999999999999,original order,2,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order
0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order,3,1,0.9932241671372107,original order,0,0,1.0,original order,0,0,1.0,original order,4,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order,2,0,1.0,original order,0,0,0.9999999999999999,original order,2,1,0.9175824175824175,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order,1,0,1.0,,2,0,1.0,original order,1,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,1,1,0.9959677419354839,original order,2,0,1.0,original order,1,0,1.0,original order,1,0,0.9999999999999999,original order
2,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,3,1,0.9870129870129869,original order,4,0,1.0,original order,1,0,1.0,original order,4,0,0.9999999999999998,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order,1,0,1.0,original order,1,1,0.9966120835686054,original order,1,0,0.9999999999999999,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order,2,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,2,0,0.9999999999999999,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,0.9999999999999999,original order,1,1,0.9964285714285712,original order,2,0,1.0,original order,0,0,0.9999999999999999,original order,4,0,1.0,,0,0,1.0,original order,2,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,0.9999999999999999,sentence concatenated,0,0,1.0,original order,1,0,0.9999999999999999,original order,1,0,1.0,sentence concatenated,0,0,0.9999999999999999,original order,0,0,1.0,original order,2,0,0.9999999999999999,original order
0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,2,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,sentence concatenated,2,0,0.9999999999999999,,1,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,3,3,0.9382608695652173,original order,0,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order,0,0,0.9999999999999999,original order,1,0,1.0,original order,0,0,1.0,original order,0,1,0.9789941650458462,original order,0,0,1.0,original order,1,0,1.0,,0,0,1.0,,1,0,0.9999999999999999,original order,0,0,1.0,original order,1,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,0.9999999999999998,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,4,0,1.0,,0,0,1.0,remove last,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order
0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order,6,0,1.0,original order,2,0,1.0,original order,1,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order,2,0,1.0,original order,0,0,0.9999999999999999,original order,1,0,1.0,original order,1,0,1.0,original order,1,0,1.0,remove last,1,0,1.0,,0,0,1.0,original order,0,0,0.9999999999999999,original order,2,0,1.0,original order
0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,0.9999999999999999,original order,1,1,0.9995771670190273,,0,0,1.0,original order,0,0,0.9999999999999999,original order,1,0,1.0,original order,0,0,0.9999999999999999,original order,2,0,0.9999999999999999,original order,0,0,1.0,original order,1,0,0.9999999999999999,original order,1,0,1.0,original order,0,0,0.9999999999999999,,1,0,1.0,,0,0,0.9999999999999999,original order,0,1,0.9966120835686054,original order,2,0,0.9999999999999999,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,2,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,1,2,0.9875,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,1,0,1.0,,1,1,0.9464285714285712,sentence splitted,1,0,0.9999999999999999,original order,1,1,0.9172932330827066,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,3,1,0.9982456140350877,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,1,0.9172932330827066,original order,0,0,1.0,original order,0,0,1.0,sentence splitted,0,0,0.9999999999999999,original order,0,0,1.0,original order,1,0,0.9999999999999999,original order,1,0,1.0,original order
0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,0.9999999999999999,original order,2,0,0.9999999999999999,,0,0,1.0,original order,0,0,0.9999999999999999,original order,1,0,0.9999999999999999,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,0.9999999999999999,original order,0,0,1.0,original order,2,1,0.9249999999999998,original order,2,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order
1,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order,3,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,0.9999999999999999,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order,4,1,0.9685483870967743,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,5,1,0.9933259176863181,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order,2,0,1.0,original order,2,0,0.9999999999999999,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,3,0,0.9999999999999999,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,4,0,0.9999999999999998,,0,3,0.8945054945054945,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order,1,1,0.9979487179487179,original order,2,0,1.0,original order,0,0,1.0,original order,2,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order
1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,3,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order,3,0,1.0,original order,2,1,0.9985221674876845,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,3,2,0.9645909645909645,original order,2,2,0.9678571428571429,original order,3,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order
1,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,0.9999999999999999,original order,2,0,1.0,original order,1,0,1.0,original order,0,0,0.9999999999999999,original order,3,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,0.9999999999999999,original order,1,0,1.0,original order,3,2,0.9819548872180449,original order,1,0,1.0,original order,1,0,1.0,original order,1,0,0.9999999999999999,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,2,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,2,0,1.0,original order,1,0,1.0,original order,4,2,0.9274193548387096,original order,1,0,0.9999999999999999,original order,1,0,1.0,original order,3,2,0.9950738916256158,original order,0,0,1.0,original order
0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,0.9999999999999999,original order,2,0,0.9999999999999998,original order,3,0,1.0,original order,0,0,1.0,original order,2,2,0.922077922077922,original order,0,0,1.0,original order,1,1,0.9254658385093169,original order,0,0,1.0,original order
2,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order,13,6,0.8710359408033826,original order,0,0,0.9999999999999999,original order,1,0,1.0,original order,2,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,6,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,2,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,5,1,0.9995967741935484,original order,0,0,0.9999999999999999,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order,2,0,0.9999999999999999,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,0.9999999999999999,original order,0,0,0.9999999999999999,original order,2,0,0.9999999999999999,original order
0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,0.9999999999999999,original order,2,0,1.0,original order,0,0,0.9999999999999998,original order,0,0,0.9999999999999999,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,4,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,2,1,0.9975806451612905,original order,1,0,1.0,original order,4,1,0.9945054945054945,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,2,1,0.9990118577075099,original order,0,0,1.0,original order,1,0,0.9999999999999999,original order,1,0,1.0,original order,0,0,1.0,original order,0,2,0.9529411764705882,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
1,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,1,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,1,0,0.9999999999999999,original order,5,1,0.9548717948717947,original order,2,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,0.9999999999999999,original order,1,0,0.9999999999999999,original order,1,0,1.0,original order,5,1,0.9548717948717947,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,2,0,0.9999999999999999,original order,1,0,1.0,original order,1,0,1.0,original order,2,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,2,1,0.9993162393162391,original order,1,0,1.0,original order,0,0,1.0,original order,5,2,0.9802419354838711,original order,0,0,1.0,original order,1,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,5,1,0.9933259176863181,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,0.9999999999999999,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,0.9999999999999999,original order,1,0,1.0,original order,0,0,1.0,,0,0,0.9999999999999999,original order,2,0,1.0,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,0.9999999999999998,original order,0,1,0.9597069597069596,original order,0,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,1,0,1.0,original order,0,0,0.9999999999999999,original order
0,0,0.9999999999999998,original order,0,0,1.0,original order,0,0,1.0,original order,4,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,,3,2,0.916883116883117,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,1,0,0.9999999999999999,original order,1,1,0.9642857142857141,original order,0,0,0.9999999999999999,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,3,0,1.0,original order,1,0,1.0,original order,1,0,1.0,ORDERED with align,2,0,0.9999999999999998,original order,0,0,0.9999999999999998,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,ORDERED with align,0,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,0.9999999999999998,original order,1,0,1.0,,1,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order,1,0,1.0,original order,1,1,0.9922077922077923,original order,1,0,1.0,original order,2,0,1.0,original order,1,0,0.9999999999999999,original order,1,0,1.0,original order
0,0,0.9999999999999999,original order,0,0,0.9999999999999998,original order,0,0,0.9999999999999998,original order,13,6,0.8710359408033826,original order,0,0,1.0,original order,0,0,0.9999999999999998,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,0.9999999999999999,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,ORDERED with align,1,0,1.0,original order,2,0,1.0,original order,1,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,2,1,0.9285714285714287,original order,0,0,1.0,original order,0,1,0.9995550611790878,original order,0,0,1.0,,0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order,2,2,0.9983870967741936,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,2,0,1.0,original order,5,0,1.0,original order,0,0,1.0,original order,4,2,0.9849706744868034,original order,0,0,1.0,original order,3,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,0.9999999999999998,original order,2,1,0.996103896103896,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,3,0,1.0,original order
0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,0.9999999999999999,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,1,1,0.8531468531468532,original order,1,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,2,0,0.9999999999999999,original order,1,0,1.0,original order
1,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,0.9999999999999999,original order,3,1,0.956043956043956,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,0,1,0.9964285714285712,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,0.9999999999999999,original order,1,1,0.9642857142857141,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,2,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,4,2,0.9930830039525691,original order,1,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,3,1,0.9686956521739128,original order,0,0,0.9999999999999998,original order,0,0,1.0,original order,0,0,1.0,original order,2,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,2,0,0.9999999999999998,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,0.9999999999999999,original order,1,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order,1,3,0.9164835164835166,original order,1,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,4,1,0.9983193277310926,,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,3,0.8945054945054945,original order,0,0,1.0,original order,1,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order
