,,pku,,,,iitb,,,,ufc,,,,fce auto,,,,gold,,,,sjtu,,,,fce,,,,RoRo,,,,amu,,,,ipn,,,,cuui,,,,rac,,,,camb,,,,umc,,,,nthu,,,,post,,,,AMU,
words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by
2,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,3,1,0.9811285846438483,ORDERED with align,0,0,1.0,original order,2,1,0.9993894993894993,original order,0,0,1.0,original order,1,0,1.0,original order
0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,0.9999999999999999,original order,6,3,0.9898055950687529,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,2,1,0.8864809081527348,original order,1,0,0.9999999999999999,original order,0,0,1.0,,0,0,1.0,original order,0,0,0.9999999999999999,original order,2,0,0.9999999999999999,original order,1,0,1.0,original order,2,0,1.0,original order,0,0,1.0,,0,0,1.0,original order,0,0,1.0,
1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,0.9999999999999998,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,,0,1,0.980295566502463,,1,0,1.0,original order,0,0,1.0,original order,2,1,0.9851778656126482,original order,0,0,1.0,original order,1,0,1.0,original order,3,0,1.0,original order,0,0,1.0,original order,2,0,0.9999999999999999,original order,1,0,1.0,original order
1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,8,3,0.9868131868131866,original order,2,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,2,0,0.9999999999999999,original order,1,0,0.9999999999999999,original order,1,1,0.9364973262032086,original order,1,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,5,0,1.0,ORDERED with align,0,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,0.9999999999999998,original order,0,0,1.0,original order,1,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,0.9999999999999998,original order,0,0,0.9999999999999999,original order
3,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,0.9999999999999999,original order,3,1,0.9790209790209792,original order,0,0,1.0,original order,1,0,1.0,original order,5,2,0.999348675640469,original order,1,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,0.9999999999999998,original order,0,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order
0,0,0.9999999999999999,original order,0,0,0.9999999999999999,original order,0,0,0.9999999999999999,original order,1,0,1.0,,1,0,1.0,original order,1,0,1.0,original order,6,3,0.9893214682981089,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,0.9999999999999999,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order,2,0,1.0,original order,1,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,0.9999999999999999,original order
1,0,1.0,original order,0,0,0.9999999999999998,original order,0,0,0.9999999999999998,original order,1,0,1.0,sentence concatenated,0,0,1.0,original order,0,0,0.9999999999999998,original order,3,0,1.0,,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,0.9999999999999998,original order,0,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order,2,0,1.0,original order,1,0,0.9999999999999999,original order,0,0,1.0,original order
1,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order,2,0,1.0,,1,0,1.0,original order,0,0,1.0,original order,5,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,2,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,0.9999999999999999,original order,1,0,1.0,original order,1,0,1.0,original order,0,0,0.9999999999999999,original order,4,3,0.9960591133004923,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,2,0,0.9999999999999999,original order,0,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order
2,0,1.0,original order,0,0,0.9999999999999998,original order,0,0,0.9999999999999998,original order,1,0,1.0,original order,1,0,1.0,original order,2,0,0.9999999999999999,ORDERED with align,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,1,1,0.980295566502463,original order,1,0,1.0,original order,3,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,1,0.882706766917293,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,2,0,1.0,original order,7,4,0.9986557568673292,original order,0,0,1.0,original order,1,1,0.9964285714285712,original order,0,0,0.9999999999999999,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,2,1,0.9977203647416413,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,0.9999999999999999,original order,0,0,1.0,original order,3,2,0.9614035087719298,original order,3,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,1,0.9897435897435896,original order,1,1,0.9551724137931031,original order,1,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order
1,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order,1,1,0.8676470588235294,original order,0,0,1.0,original order,1,0,1.0,original order,2,1,0.9979487179487179,original order,0,0,0.9999999999999999,original order,0,0,0.9999999999999998,original order,0,0,0.9999999999999999,original order,2,0,1.0,original order,0,0,0.9999999999999999,original order,1,0,0.9999999999999998,original order,0,0,1.0,original order,2,1,0.9995550611790878,original order,0,0,1.0,original order,0,0,0.9999999999999998,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,1,0.9869565217391304,original order,1,0,1.0,original order,1,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order
0,0,0.9999999999999998,original order,0,0,1.0,original order,0,0,1.0,original order,4,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,1,0.9632352941176472,original order,1,1,0.9973303670745272,original order,0,0,1.0,original order,0,0,0.9999999999999998,original order,2,2,0.8328173374613003,original order,0,0,0.9999999999999999,original order,1,0,1.0,original order,0,0,1.0,original order,2,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,2,0.9912087912087912,original order,1,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order
0,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order,3,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,0.9999999999999998,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,4,0,1.0,original order,1,0,0.9999999999999999,original order,0,0,1.0,original order,2,0,1.0,original order,0,0,0.9999999999999999,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,1,0.9382352941176471,original order,1,0,1.0,original order,1,0,0.9999999999999998,original order,0,0,0.9999999999999999,original order,1,0,1.0,original order
1,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,0.9999999999999999,original order,1,0,1.0,original order,1,0,1.0,original order,0,0,0.9999999999999999,original order,2,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order,2,0,1.0,original order,1,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,4,2,0.9368421052631579,,0,0,1.0,original order,0,0,1.0,original order,7,2,0.9997364953886693,original order,0,0,0.9999999999999998,original order,1,0,0.9999999999999999,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,0.9999999999999999,original order,1,0,1.0,original order,2,2,0.920087575259989,original order,0,0,1.0,original order,4,1,0.9963369963369964,original order,1,0,0.9999999999999999,original order
0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,0.9999999999999999,original order,0,1,0.9956043956043955,original order,2,0,1.0,original order,0,0,0.9999999999999999,original order,1,0,1.0,original order,0,0,1.0,original order,3,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,1,0,1.0,original order,1,0,1.0,original order,3,0,0.9999999999999999,original order
0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order,2,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,4,0,0.9999999999999998,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,1,0,0.9999999999999999,original order,1,0,1.0,original order,0,0,0.9999999999999998,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order
0,0,0.9999999999999998,original order,0,0,1.0,original order,0,0,1.0,original order,2,1,0.8864809081527348,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,2,0,1.0,original order,1,0,1.0,original order,2,0,0.9999999999999998,original order,3,0,0.9999999999999998,original order,0,0,1.0,original order,1,0,1.0,,1,0,1.0,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,1,0,1.0,original order
0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,1,0.7857142857142859,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order,1,1,0.9833333333333333,original order,1,0,0.9999999999999998,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order
2,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,,0,0,1.0,,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,5,1,0.9425287356321838,original order,1,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,,1,0,0.9999999999999999,original order,2,0,0.9999999999999998,original order,5,1,0.9425287356321838,original order
0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,0.9999999999999999,original order,1,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,0.9999999999999999,original order,2,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,1,0,0.9999999999999999,original order,0,0,1.0,original order,1,0,0.9999999999999998,original order,0,0,1.0,original order,1,0,0.9999999999999998,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,0.9999999999999998,original order,0,0,1.0,original order,0,0,1.0,original order,5,2,0.999348675640469,original order,2,0,1.0,original order,0,0,1.0,original order,0,0,1.0,,1,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,0.9999999999999998,original order,2,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,0.9999999999999998,original order,0,0,0.9999999999999998,original order,6,3,0.9550611790878754,original order,1,0,1.0,original order,0,0,0.9999999999999998,original order,1,0,1.0,original order,0,0,0.9999999999999998,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,0.9999999999999998,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,3,0,1.0,original order,0,0,0.9999999999999998,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,0.9999999999999999,original order,1,0,1.0,sentence concatenated,0,0,1.0,original order,1,0,1.0,original order,0,0,0.9999999999999999,original order,2,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,sentence concatenated
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,5,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order,0,0,0.9999999999999998,original order,1,0,1.0,original order,2,0,1.0,original order,1,0,0.9999999999999998,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,4,2,0.9991101223581758,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order,4,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,1,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order,4,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order,3,0,0.9999999999999999,original order,0,1,0.8735632183908046,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,0.9999999999999999,original order,0,0,0.9999999999999999,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,1,0.9964285714285712,original order,1,0,1.0,original order,0,0,1.0,original order,3,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,0.9999999999999998,original order,1,0,1.0,original order,0,0,0.9999999999999998,original order,0,0,1.0,original order
0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order,3,1,0.9978005865102637,original order,1,0,1.0,,1,0,1.0,original order,5,2,0.9835796387520527,,0,0,1.0,original order,3,0,0.9999999999999998,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order,1,0,0.9999999999999998,original order,2,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,3,0,0.9999999999999998,original order
2,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,0.9999999999999999,original order,2,0,0.9999999999999999,,26,1,0.8735632183908046,,1,0,0.9999999999999999,original order,5,3,0.9715380405035577,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,0.9999999999999999,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
2,0,0.9999999999999998,original order,0,0,0.9999999999999998,original order,0,0,0.9999999999999998,original order,1,0,1.0,original order,17,17,-0.0242368177613321,remove last,0,0,0.9999999999999998,original order,5,1,0.9947368421052631,original order,0,0,1.0,original order,4,0,1.0,original order,0,0,0.9999999999999998,original order,0,0,0.9999999999999998,original order,1,0,1.0,original order,1,1,0.7642857142857141,original order,2,1,0.94,original order,1,0,1.0,original order,1,0,1.0,original order,4,0,1.0,original order
1,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,0.9999999999999999,original order,1,1,0.9632352941176472,original order,21,11,0.07538461538461538,,0,0,0.9999999999999999,original order,1,0,1.0,original order,2,0,1.0,original order,0,0,0.9999999999999999,original order,1,0,1.0,original order,1,0,0.9999999999999999,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,2,2,0.8719211822660098,original order,0,0,0.9999999999999999,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,2,0,1.0,original order,25,27,0.23049713807961933,,0,0,1.0,original order,3,3,0.8921568627450982,original order,1,0,1.0,original order,0,0,1.0,original order,2,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,1,0.9422084623323013,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,28,4,0.29696969696969694,remove last,0,0,1.0,original order,1,0,1.0,original order,0,0,0.9999999999999999,original order,2,0,1.0,original order,1,0,0.9999999999999999,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order,0,0,0.9999999999999998,original order,1,0,1.0,original order,2,0,1.0,original order
0,0,1.0,original order,0,0,0.9999999999999998,original order,0,0,0.9999999999999998,original order,2,0,1.0,original order,14,3,0.5245098039215687,first longer with align,1,0,0.9999999999999998,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,2,1,0.975369458128079,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,2,0,1.0,original order,0,0,1.0,first longer with align,1,0,1.0,original order,3,0,1.0,original order,1,0,0.9999999999999998,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,6,3,0.9859025032938075,original order,3,0,1.0,original order,0,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,2,1,0.9994526546250683,original order,0,0,1.0,original order,2,0,1.0,original order,2,2,0.9972649572649572,original order,0,0,1.0,original order,1,0,1.0,original order
1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,4,0,0.9999999999999998,original order,2,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,,0,0,0.9999999999999999,original order,1,0,1.0,original order,0,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order,2,0,1.0,original order,2,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,,0,0,1.0,original order,0,0,1.0,original order,3,1,0.9593450028232637,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,0.9999999999999999,original order,1,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order,0,0,0.9999999999999998,original order,0,0,1.0,original order
1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,1,0.7857142857142859,original order,1,0,1.0,original order,0,0,1.0,original order,4,4,0.9746384872080088,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,,1,0,1.0,original order,2,0,0.9999999999999998,original order,1,0,1.0,original order,1,0,1.0,,1,0,1.0,original order
0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,0.9999999999999999,original order,1,0,1.0,original order,2,0,1.0,original order,0,0,0.9999999999999999,original order,1,0,0.9999999999999999,original order,0,0,1.0,original order,3,0,1.0,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,3,0,1.0,original order
0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,2,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,1,0.9982456140350877,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,2,0,1.0,ORDERED with align,1,0,1.0,original order,0,0,1.0,original order,1,0,0.9999999999999999,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,0.9999999999999998,original order,0,0,0.9999999999999998,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,0.9999999999999998,original order,2,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,0.9999999999999998,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,0.9999999999999999,,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,2,1,0.8513043478260869,original order,1,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,3,1,0.9926108374384234,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,0.9999999999999999,ORDERED with align,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,0.9999999999999999,original order,2,1,0.9684210526315788,,0,0,0.9999999999999998,original order,0,0,0.9999999999999999,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order,1,0,0.9999999999999999,original order,2,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,0.9999999999999999,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,1,0,0.9999999999999998,original order,0,0,1.0,original order,0,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,ORDERED with align,0,0,1.0,original order,0,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order
0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order,3,0,0.9999999999999999,original order,0,0,1.0,original order,1,1,0.9774436090225563,original order,1,0,1.0,original order,2,0,0.9999999999999998,original order,3,1,0.9249999999999998,original order,0,0,0.9999999999999999,original order,1,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,3,1,0.9249999999999998,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,5,1,0.9930069930069931,original order,0,0,1.0,original order,0,0,1.0,original order,2,0,1.0,,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order
2,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,6,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order,2,0,1.0,original order,2,0,1.0,original order,2,0,0.9999999999999999,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,2,0,0.9999999999999999,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,5,3,0.9715380405035577,original order,0,0,1.0,original order,0,0,1.0,original order,2,3,0.9704347826086955,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,2,0,1.0,original order,1,0,1.0,original order,0,0,0.9999999999999999,original order,3,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order
