,,UccaSim,,,,all,,,,RoRo,,,,NUCLEA,
words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by,words_differences,index_differences,spearman_differences,aligned_by
1,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order
1,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order
1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order
1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,1,0,0.9999999999999999,original order,0,0,1.0,original order,1,0,0.9999999999999999,original order
2,0,0.9999999999999999,original order,1,0,1.0,original order,1,0,0.9999999999999999,original order,3,1,0.8058823529411765,original order
1,0,1.0,original order,0,0,0.9999999999999999,original order,3,1,0.8058823529411765,original order,0,0,0.9999999999999999,original order
0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,1,0,0.9999999999999998,original order,0,0,1.0,original order,1,0,0.9999999999999998,original order
1,0,0.9999999999999998,original order,0,0,1.0,original order,1,0,0.9999999999999998,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,1,0,0.9999999999999999,original order,0,0,1.0,original order,1,0,0.9999999999999999,original order
1,1,0.8823076923076922,original order,4,0,1.0,original order,1,1,0.8823076923076922,original order,4,0,1.0,original order
3,0,1.0,original order,1,3,0.8929824561403509,original order,4,0,1.0,original order,1,3,0.8929824561403509,original order
1,3,0.8929824561403509,original order,0,0,1.0,original order,1,3,0.8929824561403509,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,0.9999999999999998,original order,0,0,1.0,original order,0,0,0.9999999999999998,original order
0,0,0.9999999999999998,original order,0,0,1.0,original order,0,0,0.9999999999999998,original order,0,0,1.0,original order
0,0,1.0,original order,1,1,0.9933259176863181,original order,0,0,1.0,original order,1,1,0.9933259176863181,original order
1,1,0.9933259176863181,original order,0,0,1.0,original order,1,1,0.9933259176863181,original order,0,0,1.0,original order
0,0,1.0,original order,2,0,0.9999999999999999,original order,0,0,1.0,original order,2,0,0.9999999999999999,original order
2,0,0.9999999999999999,original order,1,0,0.9999999999999998,original order,2,0,0.9999999999999999,original order,1,0,0.9999999999999998,original order
1,0,0.9999999999999998,original order,0,0,0.9999999999999999,original order,1,0,0.9999999999999998,original order,0,0,0.9999999999999999,original order
0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,2,1,0.9991304347826085,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order
0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,1,0,0.9999999999999999,original order,0,0,1.0,original order,1,0,0.9999999999999999,original order
1,0,0.9999999999999999,original order,2,0,1.0,original order,1,0,0.9999999999999999,original order,2,0,1.0,original order
2,0,1.0,original order,1,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order
1,0,1.0,original order,3,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order
1,0,1.0,original order,1,0,1.0,original order,3,0,1.0,original order,1,0,1.0,original order
1,0,1.0,original order,2,0,1.0,original order,1,0,1.0,original order,2,0,1.0,original order
2,0,1.0,original order,0,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order
0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order
1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order
0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,1,0,0.9999999999999999,original order,0,0,1.0,original order,1,0,0.9999999999999999,original order
2,1,0.9910356014684537,original order,0,0,1.0,original order,1,0,0.9999999999999999,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order
0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,1,0,0.9999999999999999,original order,0,0,1.0,original order,1,0,0.9999999999999999,original order
1,0,0.9999999999999999,original order,0,0,1.0,original order,1,0,0.9999999999999999,original order,0,0,1.0,original order
0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order
1,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order
1,0,1.0,original order,0,0,0.9999999999999998,original order,1,0,1.0,original order,0,0,0.9999999999999998,original order
0,0,0.9999999999999998,original order,0,0,1.0,original order,0,0,0.9999999999999998,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order
1,0,1.0,original order,0,0,0.9999999999999998,original order,1,0,1.0,original order,0,0,0.9999999999999998,original order
0,0,0.9999999999999998,original order,1,0,1.0,original order,0,0,0.9999999999999998,original order,1,0,1.0,original order
1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,1,2,0.997359831029186,original order,0,0,1.0,original order,1,2,0.997359831029186,original order
1,2,0.997359831029186,original order,1,0,1.0,original order,1,2,0.997359831029186,original order,1,0,1.0,original order
1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order
1,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order
1,0,1.0,original order,0,0,0.9999999999999999,original order,1,0,1.0,original order,0,0,0.9999999999999999,original order
0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,1,0,0.9999999999999999,original order,0,0,1.0,original order,1,0,0.9999999999999999,original order
1,0,0.9999999999999999,original order,0,0,1.0,original order,1,0,0.9999999999999999,original order,0,0,1.0,original order
0,0,1.0,sentence splitted,0,0,0.9999999999999999,sentence splitted,0,0,1.0,sentence splitted,0,0,0.9999999999999999,sentence splitted
0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order
0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order
1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,2,1,0.9926470588235295,original order,0,0,1.0,original order,2,1,0.9926470588235295,original order
2,1,0.9926470588235295,original order,2,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,2,1,0.9957716701902748,original order,0,0,1.0,original order,0,0,1.0,original order
2,1,0.9957716701902748,original order,0,0,1.0,original order,2,1,0.9957716701902748,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order
0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,0.9999999999999998,original order,0,0,1.0,original order,0,0,0.9999999999999998,original order
0,0,0.9999999999999998,original order,0,0,1.0,original order,0,0,0.9999999999999998,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,0.9999999999999998,original order,0,0,1.0,original order,0,0,0.9999999999999998,original order
0,0,0.9999999999999998,original order,1,0,1.0,original order,0,0,0.9999999999999998,original order,1,0,1.0,original order
1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,1,0,0.9999999999999999,original order,0,0,1.0,original order,1,0,0.9999999999999999,original order
1,0,0.9999999999999999,original order,0,0,0.9999999999999998,original order,1,0,0.9999999999999999,original order,0,0,0.9999999999999998,original order
0,0,0.9999999999999998,original order,0,0,1.0,original order,0,0,0.9999999999999998,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order
0,0,0.9999999999999999,original order,0,0,0.9999999999999999,original order,0,0,0.9999999999999999,original order,0,0,0.9999999999999999,original order
0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order
1,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order
1,0,1.0,original order,1,3,0.9652173913043477,original order,1,0,1.0,original order,1,3,0.9652173913043477,original order
1,3,0.9652173913043477,original order,0,0,1.0,original order,1,3,0.9652173913043477,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order
0,0,0.9999999999999999,original order,3,0,1.0,original order,0,0,0.9999999999999999,original order,1,0,1.0,original order
3,0,1.0,original order,1,0,0.9999999999999999,original order,3,0,1.0,original order,1,0,0.9999999999999999,original order
1,0,0.9999999999999999,original order,0,0,1.0,original order,1,0,0.9999999999999999,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order,2,0,1.0,original order
2,0,1.0,original order,0,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order,2,0,1.0,original order
2,0,1.0,original order,0,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,1,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order
1,0,0.9999999999999999,original order,0,0,1.0,original order,1,0,0.9999999999999999,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order
0,0,0.9999999999999999,original order,1,2,0.9875,original order,0,0,0.9999999999999999,original order,1,2,0.9875,original order
1,2,0.9875,original order,0,0,1.0,original order,1,2,0.9875,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order
0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order
0,0,1.0,original order,2,1,0.9985221674876845,original order,0,0,1.0,original order,2,1,0.9985221674876845,original order
2,1,0.9985221674876845,original order,0,0,1.0,original order,2,1,0.9985221674876845,original order,0,0,1.0,original order
0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order
1,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order
1,0,1.0,original order,0,0,0.9999999999999999,original order,1,0,1.0,original order,0,0,0.9999999999999999,original order
0,0,0.9999999999999999,original order,1,0,1.0,original order,0,0,0.9999999999999999,original order,1,0,1.0,original order
1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,1,0,0.9999999999999999,original order,0,0,1.0,original order,1,0,0.9999999999999999,original order
1,0,0.9999999999999999,original order,2,0,1.0,original order,1,0,0.9999999999999999,original order,2,0,1.0,original order
2,0,1.0,original order,0,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,0.9999999999999999,original order,0,0,0.9999999999999998,original order,0,0,1.0,original order,0,0,0.9999999999999998,original order
0,0,0.9999999999999998,original order,1,0,1.0,original order,0,0,0.9999999999999998,original order,1,0,1.0,original order
1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order
1,0,1.0,original order,0,0,0.9999999999999999,original order,1,0,1.0,original order,0,0,0.9999999999999999,original order
0,0,0.9999999999999999,original order,0,0,0.9999999999999999,original order,0,0,0.9999999999999999,original order,0,0,0.9999999999999999,original order
0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order
0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order
1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order
1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order
2,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
2,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,0.9999999999999998,original order,0,0,1.0,original order,0,0,0.9999999999999998,original order
0,0,0.9999999999999998,original order,1,0,1.0,original order,0,0,0.9999999999999998,original order,1,0,1.0,original order
1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,1,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order
0,0,0.9999999999999999,original order,0,0,1.0,original order,1,0,0.9999999999999999,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order
1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order
1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order,2,0,1.0,original order
2,0,1.0,original order,0,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order
1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order,2,0,1.0,original order
2,0,1.0,original order,0,0,1.0,original order,2,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,1,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,0.9999999999999998,original order,0,0,1.0,original order,0,0,0.9999999999999998,original order
0,0,0.9999999999999998,original order,0,0,1.0,original order,0,0,0.9999999999999998,original order,0,0,1.0,original order
0,0,1.0,original order,1,0,0.9999999999999998,original order,0,0,1.0,original order,1,0,0.9999999999999998,original order
1,0,0.9999999999999998,original order,0,0,1.0,original order,1,0,0.9999999999999998,original order,0,0,1.0,original order
0,0,1.0,original order,2,0,0.9999999999999999,original order,0,0,1.0,original order,1,0,1.0,original order
1,0,1.0,original order,0,0,1.0,original order,2,0,0.9999999999999999,original order,0,0,1.0,original order
0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order
1,0,1.0,original order,0,0,0.9999999999999999,original order,1,0,1.0,original order,0,0,0.9999999999999999,original order
0,0,0.9999999999999999,original order,1,2,0.958498023715415,original order,0,0,0.9999999999999999,original order,1,2,0.958498023715415,original order
1,2,0.958498023715415,original order,0,0,1.0,original order,1,2,0.958498023715415,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order
0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order
0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order
0,0,1.0,original order,1,0,0.9999999999999999,original order,1,0,1.0,original order,1,0,0.9999999999999999,original order
1,0,0.9999999999999999,original order,3,1,0.8421052631578947,original order,1,0,0.9999999999999999,original order,0,0,1.0,original order
1,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order,2,0,1.0,original order
0,0,1.0,ORDERED with align,0,0,1.0,,0,0,1.0,original order,0,0,0.9999999999999999,original order
0,0,0.9999999999999999,original order,1,0,0.9999999999999999,ORDERED with align,0,0,0.9999999999999999,original order,0,0,1.0,ORDERED with align
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,0.9999999999999999,original order
1,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order
0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,1,0.9964285714285712,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order
1,0,1.0,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,0,1,0.9964285714285712,original order
0,1,0.9964285714285712,original order,0,0,1.0,original order,0,1,0.9964285714285712,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
1,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,1,0.9991596638655462,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,1,0.9991596638655462,original order
0,1,0.9991596638655462,original order,0,0,1.0,original order,0,1,0.9991596638655462,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,0.9999999999999998,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,0.9999999999999998,original order
0,0,0.9999999999999998,original order,0,0,1.0,original order,0,0,0.9999999999999998,original order,0,0,1.0,original order
0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order
1,0,1.0,original order,0,0,0.9999999999999999,original order,1,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,0.9999999999999998,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order
0,0,0.9999999999999999,original order,1,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,0.9999999999999998,original order
0,0,0.9999999999999998,original order,0,0,0.9999999999999998,original order,0,0,0.9999999999999998,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,0,0,0.9999999999999998,original order
0,0,0.9999999999999998,original order,0,0,0.9999999999999999,original order,0,0,1.0,,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,0.9999999999999999,original order,0,0,0.9999999999999999,original order
0,0,0.9999999999999999,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order
1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,0,0,1.0,original order,1,0,1.0,original order,1,0,1.0,original order
1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
0,0,1.0,original order,1,0,1.0,original order,0,0,1.0,original order,0,0,1.0,original order
